sample	unit	platform	fq1	fq2
D2_F2_1	D2_F2_1_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_1/D2_F2_1_NKD180900418-AK9770-AK9810_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_1/D2_F2_1_NKD180900418-AK9770-AK9810_H7NHLDSXX_L1_2.fq.gz
D2_F2_1	D2_F2_1_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_1/D2_F2_1_NKD180900418-D2_F2_1_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_1/D2_F2_1_NKD180900418-D2_F2_1_H7LYHDSXX_L1_2.fq.gz
D2_F2_7	D2_F2_7_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_7/D2_F2_7_NKD180900418-D2_F2_7_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_7/D2_F2_7_NKD180900418-D2_F2_7_H7LYHDSXX_L1_2.fq.gz
D2_F2_7	D2_F2_7_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_7/D2_F2_7_NKD180900418-AK9770-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_7/D2_F2_7_NKD180900418-AK9770-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_11	D2_F2_11_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_11/D2_F2_11_NKD180900418-AK9778-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_11/D2_F2_11_NKD180900418-AK9778-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_11	D2_F2_11_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_11/D2_F2_11_NKD180900418-D2_F2_11_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_11/D2_F2_11_NKD180900418-D2_F2_11_H7LYHDSXX_L1_2.fq.gz
D2_F2_12	D2_F2_12_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_12/D2_F2_12_NKD180900418-AK9778-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_12/D2_F2_12_NKD180900418-AK9778-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_12	D2_F2_12_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_12/D2_F2_12_NKD180900418-D2_F2_12_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_12/D2_F2_12_NKD180900418-D2_F2_12_H7LYHDSXX_L1_2.fq.gz
D2_F2_15	D2_F2_15_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_15/D2_F2_15_NKD180900418-AK9778-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_15/D2_F2_15_NKD180900418-AK9778-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_15	D2_F2_15_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_15/D2_F2_15_NKD180900418-D2_F2_15_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_15/D2_F2_15_NKD180900418-D2_F2_15_H7LYHDSXX_L1_2.fq.gz
D2_F2_16	D2_F2_16_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_16/D2_F2_16_NKD180900418-AK9778-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_16/D2_F2_16_NKD180900418-AK9778-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_16	D2_F2_16_9fC	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_16/D2_F2_16_NKD180900418-D2_F2_16_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-9fC5qAZT/D2_F2_16/D2_F2_16_NKD180900418-D2_F2_16_H7LYHDSXX_L1_2.fq.gz
D2_F2_18	D2_F2_18_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_18/D2_F2_18_NKD180900418-D2_F2_18_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_18/D2_F2_18_NKD180900418-D2_F2_18_H7LYHDSXX_L1_2.fq.gz
D2_F2_18	D2_F2_18_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_18/D2_F2_18_NKD180900418-AK9779-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_18/D2_F2_18_NKD180900418-AK9779-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_20	D2_F2_20_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_20/D2_F2_20_NKD180900418-D2_F2_20_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_20/D2_F2_20_NKD180900418-D2_F2_20_H7LYHDSXX_L1_2.fq.gz
D2_F2_20	D2_F2_20_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_20/D2_F2_20_NKD180900418-AK9779-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_20/D2_F2_20_NKD180900418-AK9779-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_21	D2_F2_21_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_21/D2_F2_21_NKD180900418-D2_F2_21_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_21/D2_F2_21_NKD180900418-D2_F2_21_H7LYHDSXX_L1_2.fq.gz
D2_F2_21	D2_F2_21_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_21/D2_F2_21_NKD180900418-AK9779-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_21/D2_F2_21_NKD180900418-AK9779-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_22	D2_F2_22_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_22/D2_F2_22_NKD180900418-D2_F2_22_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_22/D2_F2_22_NKD180900418-D2_F2_22_H7LYHDSXX_L1_2.fq.gz
D2_F2_22	D2_F2_22_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_22/D2_F2_22_NKD180900418-AK9779-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_22/D2_F2_22_NKD180900418-AK9779-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_23	D2_F2_23_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_23/D2_F2_23_NKD180900418-D2_F2_23_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_23/D2_F2_23_NKD180900418-D2_F2_23_H7LYHDSXX_L1_2.fq.gz
D2_F2_23	D2_F2_23_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_23/D2_F2_23_NKD180900418-AK9779-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_23/D2_F2_23_NKD180900418-AK9779-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_24	D2_F2_24_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_24/D2_F2_24_NKD180900418-D2_F2_24_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_24/D2_F2_24_NKD180900418-D2_F2_24_H7LYHDSXX_L1_2.fq.gz
D2_F2_24	D2_F2_24_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_24/D2_F2_24_NKD180900418-AK9779-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_24/D2_F2_24_NKD180900418-AK9779-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_26	D2_F2_26_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_26/D2_F2_26_NKD180900418-D2_F2_26_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_26/D2_F2_26_NKD180900418-D2_F2_26_H7LYHDSXX_L1_2.fq.gz
D2_F2_26	D2_F2_26_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_26/D2_F2_26_NKD180900418-AK9780-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_26/D2_F2_26_NKD180900418-AK9780-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_29	D2_F2_29_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_29/D2_F2_29_NKD180900418-D2_F2_29_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_29/D2_F2_29_NKD180900418-D2_F2_29_H7LYHDSXX_L1_2.fq.gz
D2_F2_29	D2_F2_29_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_29/D2_F2_29_NKD180900418-AK9780-AK9814_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_29/D2_F2_29_NKD180900418-AK9780-AK9814_H7NHLDSXX_L1_2.fq.gz
D2_F2_30	D2_F2_30_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_30/D2_F2_30_NKD180900418-D2_F2_30_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_30/D2_F2_30_NKD180900418-D2_F2_30_H7LYHDSXX_L1_2.fq.gz
D2_F2_30	D2_F2_30_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_30/D2_F2_30_NKD180900418-AK9780-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_30/D2_F2_30_NKD180900418-AK9780-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_32	D2_F2_32_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_32/D2_F2_32_NKD180900418-D2_F2_32_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_32/D2_F2_32_NKD180900418-D2_F2_32_H7LYHDSXX_L1_2.fq.gz
D2_F2_32	D2_F2_32_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_32/D2_F2_32_NKD180900418-AK9780-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_32/D2_F2_32_NKD180900418-AK9780-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_34	D2_F2_34_wwa	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_34/D2_F2_34_NKD180900418-D2_F2_34_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-wwa9CZkn/D2_F2_34/D2_F2_34_NKD180900418-D2_F2_34_H7LYHDSXX_L1_2.fq.gz
D2_F2_34	D2_F2_34_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_34/D2_F2_34_NKD180900418-AK9781-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_34/D2_F2_34_NKD180900418-AK9781-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_39	D2_F2_39_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_39/D2_F2_39_NKD180900418-D2_F2_39_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_39/D2_F2_39_NKD180900418-D2_F2_39_H7LYHDSXX_L1_2.fq.gz
D2_F2_39	D2_F2_39_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_39/D2_F2_39_NKD180900418-AK9781-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_39/D2_F2_39_NKD180900418-AK9781-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_40	D2_F2_40_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_40/D2_F2_40_NKD180900418-D2_F2_40_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_40/D2_F2_40_NKD180900418-D2_F2_40_H7LYHDSXX_L1_2.fq.gz
D2_F2_40	D2_F2_40_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_40/D2_F2_40_NKD180900418-AK9781-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_40/D2_F2_40_NKD180900418-AK9781-AK9816_H7NHLDSXX_L1_2.fq.gz
D2_F2_42	D2_F2_42_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_42/D2_F2_42_NKD180900418-D2_F2_42_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_42/D2_F2_42_NKD180900418-D2_F2_42_H7LYHDSXX_L1_2.fq.gz
D2_F2_42	D2_F2_42_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_42/D2_F2_42_NKD180900418-AK9782-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_42/D2_F2_42_NKD180900418-AK9782-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_43	D2_F2_43_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_43/D2_F2_43_NKD180900418-D2_F2_43_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_43/D2_F2_43_NKD180900418-D2_F2_43_H7LYHDSXX_L1_2.fq.gz
D2_F2_43	D2_F2_43_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_43/D2_F2_43_NKD180900418-AK9782-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_43/D2_F2_43_NKD180900418-AK9782-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_47	D2_F2_47_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_47/D2_F2_47_NKD180900418-D2_F2_47_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_47/D2_F2_47_NKD180900418-D2_F2_47_H7LYHDSXX_L1_2.fq.gz
D2_F2_47	D2_F2_47_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_47/D2_F2_47_NKD180900418-AK9782-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_47/D2_F2_47_NKD180900418-AK9782-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_50	D2_F2_50_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_50/D2_F2_50_NKD180900418-D2_F2_50_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_50/D2_F2_50_NKD180900418-D2_F2_50_H7LYHDSXX_L1_2.fq.gz
D2_F2_50	D2_F2_50_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_50/D2_F2_50_NKD180900418-AK9783-AK9811_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_50/D2_F2_50_NKD180900418-AK9783-AK9811_H7NHLDSXX_L1_2.fq.gz
D2_F2_51	D2_F2_51_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_51/D2_F2_51_NKD180900418-D2_F2_51_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_51/D2_F2_51_NKD180900418-D2_F2_51_H7LYHDSXX_L1_2.fq.gz
D2_F2_51	D2_F2_51_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_51/D2_F2_51_NKD180900418-AK9783-AK9812_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_51/D2_F2_51_NKD180900418-AK9783-AK9812_H7NHLDSXX_L1_2.fq.gz
D2_F2_52	D2_F2_52_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_52/D2_F2_52_NKD180900418-D2_F2_52_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_52/D2_F2_52_NKD180900418-D2_F2_52_H7LYHDSXX_L1_2.fq.gz
D2_F2_52	D2_F2_52_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_52/D2_F2_52_NKD180900418-AK9783-AK9813_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_52/D2_F2_52_NKD180900418-AK9783-AK9813_H7NHLDSXX_L1_2.fq.gz
D2_F2_54	D2_F2_54_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_54/D2_F2_54_NKD180900418-D2_F2_54_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_54/D2_F2_54_NKD180900418-D2_F2_54_H7LYHDSXX_L1_2.fq.gz
D2_F2_54	D2_F2_54_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_54/D2_F2_54_NKD180900418-AK9783-AK4717_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_54/D2_F2_54_NKD180900418-AK9783-AK4717_H7NHLDSXX_L1_2.fq.gz
D2_F2_55	D2_F2_55_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_55/D2_F2_55_NKD180900418-D2_F2_55_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_55/D2_F2_55_NKD180900418-D2_F2_55_H7LYHDSXX_L1_2.fq.gz
D2_F2_55	D2_F2_55_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_55/D2_F2_55_NKD180900418-AK9783-AK9815_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_55/D2_F2_55_NKD180900418-AK9783-AK9815_H7NHLDSXX_L1_2.fq.gz
D2_F2_56	D2_F2_56_vvO	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_56/D2_F2_56_NKD180900418-D2_F2_56_H7LYHDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-vvOUY67l/D2_F2_56/D2_F2_56_NKD180900418-D2_F2_56_H7LYHDSXX_L1_2.fq.gz
D2_F2_56	D2_F2_56_orZ	ILLUMINA	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_56/D2_F2_56_NKD180900418-AK9783-AK9816_H7NHLDSXX_L1_1.fq.gz	/home/norman/Analysis/datasets/IAEA_sorghum_F2s_2018/Novogen_download/customer-orZgx0s6/D2_F2_56/D2_F2_56_NKD180900418-AK9783-AK9816_H7NHLDSXX_L1_2.fq.gz
